Gmt time,Open,High,Low,Close,Volume
01.01.2020 00:00:00.000,108.730,108.759,108.575,108.723,4454.8301
02.01.2020 00:00:00.000,108.722,108.864,108.211,108.544,214741.2188
03.01.2020 00:00:00.000,108.543,108.562,107.839,108.047,180245.625
04.01.2020 00:00:00.000,108.047,108.047,108.047,108.047,0
05.01.2020 00:00:00.000,107.838,107.981,107.770,107.968,14019.0098
06.01.2020 00:00:00.000,107.971,108.505,107.913,108.413,131314.125
07.01.2020 00:00:00.000,108.413,108.629,107.828,107.996,143561.3438
08.01.2020 00:00:00.000,107.996,109.244,107.651,109.037,230555.2656
09.01.2020 00:00:00.000,109.037,109.581,109.031,109.496,125102.4297
10.01.2020 00:00:00.000,109.497,109.689,109.432,109.451,85184.5234
11.01.2020 00:00:00.000,109.451,109.451,109.451,109.451,0
12.01.2020 00:00:00.000,109.528,109.593,109.504,109.552,10608.0898
13.01.2020 00:00:00.000,109.551,110.030,109.534,110.010,77147.4375
14.01.2020 00:00:00.000,110.012,110.212,109.817,109.852,113492.8281
15.01.2020 00:00:00.000,109.853,110.001,109.788,109.883,96246.3203
16.01.2020 00:00:00.000,109.885,110.236,109.873,110.180,82183.1172
17.01.2020 00:00:00.000,110.179,110.290,110.047,110.102,84080.25
18.01.2020 00:00:00.000,110.102,110.102,110.102,110.102,0
19.01.2020 00:00:00.000,110.083,110.193,110.079,110.186,9928.1504
20.01.2020 00:00:00.000,110.186,110.217,110.112,110.174,49295.7188
21.01.2020 00:00:00.000,110.177,110.223,109.761,109.912,105116.4922
22.01.2020 00:00:00.000,109.910,110.097,109.660,109.736,93487.8125
23.01.2020 00:00:00.000,109.736,109.764,109.266,109.566,125183.3984
24.01.2020 00:00:00.000,109.566,109.653,109.172,109.267,101719.9375
25.01.2020 00:00:00.000,109.267,109.267,109.267,109.267,0
26.01.2020 00:00:00.000,108.916,109.045,108.731,108.799,20159.2598
27.01.2020 00:00:00.000,108.801,109.137,108.793,108.932,157463.875
28.01.2020 00:00:00.000,108.931,109.265,108.756,109.135,137194.8281
29.01.2020 00:00:00.000,109.135,109.260,108.948,108.988,121861.5469
30.01.2020 00:00:00.000,108.989,109.046,108.583,108.890,184813.9063
31.01.2020 00:00:00.000,108.890,109.136,108.308,108.308,172525.2031
01.02.2020 00:00:00.000,108.308,108.308,108.308,108.308,0
02.02.2020 00:00:00.000,108.416,108.471,108.315,108.387,10400.0596
03.02.2020 00:00:00.000,108.388,108.798,108.366,108.619,169183.4219
04.02.2020 00:00:00.000,108.619,109.543,108.548,109.443,119075.7813
05.02.2020 00:00:00.000,109.442,109.845,109.303,109.819,144629.75
06.02.2020 00:00:00.000,109.817,110.021,109.781,109.963,108432.5313
07.02.2020 00:00:00.000,109.963,110.005,109.532,109.699,124315.1328
08.02.2020 00:00:00.000,109.699,109.699,109.699,109.699,0
09.02.2020 00:00:00.000,109.686,109.778,109.561,109.619,11237.9102
10.02.2020 00:00:00.000,109.619,109.878,109.606,109.767,97235.7422
11.02.2020 00:00:00.000,109.764,109.962,109.725,109.843,69358.6719
12.02.2020 00:00:00.000,109.841,110.133,109.799,109.870,430245.0313
13.02.2020 00:00:00.000,109.871,109.987,109.619,109.771,764566.0625
14.02.2020 00:00:00.000,109.770,109.912,109.698,109.729,346663.5
15.02.2020 00:00:00.000,109.729,109.729,109.729,109.729,0
16.02.2020 00:00:00.000,109.847,109.850,109.751,109.795,11033.7695
17.02.2020 00:00:00.000,109.793,109.960,109.719,109.836,83587.9531
18.02.2020 00:00:00.000,109.839,109.947,109.657,109.920,109164.0391
19.02.2020 00:00:00.000,109.921,111.591,109.863,111.197,120944.2734
20.02.2020 00:00:00.000,111.198,112.224,111.110,111.971,172275.7969
21.02.2020 00:00:00.000,111.971,112.185,111.472,111.542,183431.4219
22.02.2020 00:00:00.000,111.542,111.542,111.542,111.542,0
23.02.2020 00:00:00.000,111.256,111.599,111.246,111.547,18801.1602
24.02.2020 00:00:00.000,111.547,111.681,110.332,110.853,259816.4063
25.02.2020 00:00:00.000,110.854,111.041,109.890,110.291,345498.5938
26.02.2020 00:00:00.000,110.292,110.701,110.130,110.382,375992.8125
27.02.2020 00:00:00.000,110.382,110.403,109.331,109.621,387685.3438
28.02.2020 00:00:00.000,109.619,109.667,107.510,107.994,496295.0625
29.02.2020 00:00:00.000,107.994,107.994,107.994,107.994,0
01.03.2020 00:00:00.000,107.434,107.770,107.369,107.674,20977.5508
02.03.2020 00:00:00.000,107.674,108.578,107.401,108.526,421097.75
03.03.2020 00:00:00.000,108.523,108.527,106.846,107.068,398622.8438
04.03.2020 00:00:00.000,107.066,107.742,107.031,107.714,306638.8438
05.03.2020 00:00:00.000,107.716,107.717,105.968,106.263,278041.9375
06.03.2020 00:00:00.000,106.262,106.342,104.993,105.283,379250.625
07.03.2020 00:00:00.000,105.283,105.283,105.283,105.283,0
08.03.2020 00:00:00.000,104.211,104.596,103.517,103.935,43996.3594
09.03.2020 00:00:00.000,103.932,104.265,101.180,103.081,468283.9375
10.03.2020 00:00:00.000,103.081,105.919,102.701,105.040,510171.8125
11.03.2020 00:00:00.000,105.037,105.331,104.092,104.532,390877.5938
12.03.2020 00:00:00.000,104.533,106.099,103.080,104.665,486292.8438
13.03.2020 00:00:00.000,104.665,108.501,104.651,107.899,489778.7813
14.03.2020 00:00:00.000,107.899,107.899,107.899,107.899,0
15.03.2020 00:00:00.000,107.078,107.283,105.727,106.497,57544.0703
16.03.2020 00:00:00.000,106.494,107.567,105.146,106.214,500884.9688
17.03.2020 00:00:00.000,106.217,107.862,106.073,107.380,691013.5
18.03.2020 00:00:00.000,107.384,108.653,106.751,108.359,626430.0625
19.03.2020 00:00:00.000,108.356,111.361,108.192,111.311,635811.25
20.03.2020 00:00:00.000,111.311,111.503,109.329,110.659,481888.5625
21.03.2020 00:00:00.000,110.659,110.659,110.659,110.659,0
22.03.2020 00:00:00.000,110.749,111.250,110.286,110.386,39415.5391
23.03.2020 00:00:00.000,110.389,111.596,109.667,110.815,519847
24.03.2020 00:00:00.000,110.813,111.713,110.082,111.122,456092.5313
25.03.2020 00:00:00.000,111.122,111.679,110.750,110.834,439681.9688
26.03.2020 00:00:00.000,110.834,110.952,109.086,109.128,444165.5938
