Gmt time,Open,High,Low,Close,Volume
01.01.2020 00:00:00.000,17.863,17.929,17.856,17.880,113467002.8687
02.01.2020 00:00:00.000,17.880,18.086,17.777,18.016,3995806396.4844
03.01.2020 00:00:00.000,18.016,18.262,17.987,18.011,6680797363.2813
05.01.2020 00:00:00.000,18.140,18.284,18.112,18.166,489021606.4453
06.01.2020 00:00:00.000,18.162,18.498,18.001,18.109,6629839355.4688
07.01.2020 00:00:00.000,18.110,18.594,17.936,18.567,6883937011.7188
08.01.2020 00:00:00.000,18.566,18.844,18.044,18.124,12225732421.875
09.01.2020 00:00:00.000,18.126,18.198,17.788,17.902,6459460937.5
10.01.2020 00:00:00.000,17.904,18.143,17.823,18.078,4809270019.5313
12.01.2020 00:00:00.000,18.011,18.076,18.007,18.045,56343700.4089
13.01.2020 00:00:00.000,18.045,18.073,17.885,17.920,3409887207.0313
14.01.2020 00:00:00.000,17.920,17.929,17.664,17.823,4739375488.2813
15.01.2020 00:00:00.000,17.826,18.032,17.749,18.005,4261578125
16.01.2020 00:00:00.000,18.005,18.038,17.858,17.938,3568330566.4063
17.01.2020 00:00:00.000,17.938,18.160,17.895,17.994,3469706298.8281
19.01.2020 00:00:00.000,18.027,18.044,18.010,18.028,44544700.6226
20.01.2020 00:00:00.000,18.027,18.124,17.987,18.064,1953104980.4688
21.01.2020 00:00:00.000,18.066,18.146,17.623,17.746,5731305175.7813
22.01.2020 00:00:00.000,17.745,17.919,17.678,17.864,3427490234.375
23.01.2020 00:00:00.000,17.866,17.883,17.594,17.764,4018252197.2656
24.01.2020 00:00:00.000,17.764,18.140,17.740,18.078,3040479492.1875
26.01.2020 00:00:00.000,18.247,18.316,18.185,18.201,142265197.7539
27.01.2020 00:00:00.000,18.198,18.327,18.033,18.082,4102203613.2813
28.01.2020 00:00:00.000,18.080,18.113,17.421,17.468,4291025390.625
29.01.2020 00:00:00.000,17.470,17.583,17.351,17.559,3158586425.7813
30.01.2020 00:00:00.000,17.562,18.031,17.549,17.823,4822507812.5
31.01.2020 00:00:00.000,17.826,18.079,17.777,17.998,4541075683.5938
02.02.2020 00:00:00.000,18.003,18.090,18.003,18.062,220951095.5811
03.02.2020 00:00:00.000,18.065,18.072,17.579,17.691,5571457031.25
04.02.2020 00:00:00.000,17.692,17.775,17.522,17.601,4544917480.4688
05.02.2020 00:00:00.000,17.601,17.719,17.474,17.613,4678235351.5625
06.02.2020 00:00:00.000,17.614,17.877,17.601,17.804,3898301025.3906
07.02.2020 00:00:00.000,17.806,17.857,17.588,17.662,4426404785.1563
09.02.2020 00:00:00.000,17.669,17.771,17.664,17.739,256356292.7246
10.02.2020 00:00:00.000,17.737,17.828,17.671,17.759,3636094238.2813
11.02.2020 00:00:00.000,17.758,17.796,17.562,17.621,3310147949.2188
12.02.2020 00:00:00.000,17.627,17.669,17.449,17.519,3247634521.4844
13.02.2020 00:00:00.000,17.517,17.725,17.501,17.659,3629976318.3594
14.02.2020 00:00:00.000,17.649,17.797,17.613,17.701,2817882080.0781
16.02.2020 00:00:00.000,17.694,17.728,17.674,17.726,59430099.4873
17.02.2020 00:00:00.000,17.726,17.886,17.712,17.800,1544100097.6563
18.02.2020 00:00:00.000,17.799,18.227,17.799,18.153,3915816162.1094
19.02.2020 00:00:00.000,18.153,18.458,18.140,18.394,5183183105.4688
20.02.2020 00:00:00.000,18.392,18.429,18.230,18.410,6235430175.7813
21.02.2020 00:00:00.000,18.410,18.622,18.347,18.448,6416324707.0313
23.02.2020 00:00:00.000,18.626,18.805,18.601,18.658,488769287.1094
24.02.2020 00:00:00.000,18.658,18.934,18.525,18.605,11160433593.75
25.02.2020 00:00:00.000,18.601,18.636,17.847,18.054,12849776367.1875
26.02.2020 00:00:00.000,18.055,18.203,17.784,17.913,11279957031.25
27.02.2020 00:00:00.000,17.906,18.131,17.614,17.789,9548402343.75
28.02.2020 00:00:00.000,17.788,17.858,16.383,16.632,14234458984.375
01.03.2020 00:00:00.000,16.523,16.565,16.419,16.549,319684295.6543
02.03.2020 00:00:00.000,16.550,17.049,16.516,16.806,11189193359.375
03.03.2020 00:00:00.000,16.804,17.457,16.738,17.251,9743318359.375
04.03.2020 00:00:00.000,17.251,17.326,17.050,17.167,7097816406.25
05.03.2020 00:00:00.000,17.167,17.487,17.134,17.485,4626936035.1563
06.03.2020 00:00:00.000,17.475,17.568,17.011,17.307,9877432617.1875
08.03.2020 00:00:00.000,17.498,17.578,17.381,17.479,287026885.9863
09.03.2020 00:00:00.000,17.478,17.493,16.556,16.914,10279276367.1875
10.03.2020 00:00:00.000,16.912,17.187,16.797,16.964,8977066406.25
11.03.2020 00:00:00.000,16.964,17.102,16.669,16.799,7085927734.375
12.03.2020 00:00:00.000,16.801,16.917,15.509,15.704,14027988281.25
13.03.2020 00:00:00.000,15.701,15.862,14.432,14.711,13540290039.0625
15.03.2020 00:00:00.000,15.054,15.154,14.706,14.768,438088592.5293
16.03.2020 00:00:00.000,14.769,14.792,11.737,13.007,12558046875
17.03.2020 00:00:00.000,13.003,13.236,12.112,12.759,13376836914.0625
18.03.2020 00:00:00.000,12.762,12.882,11.624,12.254,15808660156.25
19.03.2020 00:00:00.000,12.257,12.297,11.754,12.100,13482811523.4375
20.03.2020 00:00:00.000,12.099,13.012,12.096,12.537,12036151367.1875
22.03.2020 00:00:00.000,12.546,12.633,12.257,12.404,664479675.293
23.03.2020 00:00:00.000,12.404,13.800,12.359,13.766,12290024414.0625
24.03.2020 00:00:00.000,13.765,14.661,13.145,14.645,7106520507.8125
25.03.2020 00:00:00.000,14.635,14.708,13.996,14.364,3737005126.9531
26.03.2020 00:00:00.000,14.369,14.662,14.155,14.359,3374680175.7813
27.03.2020 00:00:00.000,14.359,14.611,14.156,14.426,3346523681.6406
29.03.2020 00:00:00.000,14.502,14.540,14.300,14.360,118244750.9766
30.03.2020 00:00:00.000,14.360,14.399,13.793,13.995,4973372070.3125
31.03.2020 00:00:00.000,13.992,14.238,13.840,13.940,3144326660.1563
01.04.2020 00:00:00.000,13.940,14.118,13.802,13.965,2738664794.9219
02.04.2020 00:00:00.000,13.968,14.536,13.881,14.452,2502933349.6094
03.04.2020 00:00:00.000,14.447,14.531,14.256,14.376,2153424316.4063
05.04.2020 00:00:00.000,14.402,14.438,14.233,14.395,44452598.5718
06.04.2020 00:00:00.000,14.395,15.532,14.320,15.370,2874041748.0469
07.04.2020 00:00:00.000,15.083,15.332,14.400,14.950,3359463378.9063
08.04.2020 00:00:00.000,14.943,15.122,14.826,14.967,1384461425.7813
09.04.2020 00:00:00.000,14.967,15.527,14.954,15.396,2315418212.8906
12.04.2020 00:00:00.000,15.419,15.466,15.136,15.338,103569252.0142
13.04.2020 00:00:00.000,15.338,15.476,15.100,15.415,2040614868.1641
14.04.2020 00:00:00.000,15.414,15.837,15.321,15.660,2217538085.9375
15.04.2020 00:00:00.000,15.660,15.769,15.258,15.386,1995950439.4531
16.04.2020 00:00:00.000,15.382,15.580,15.204,15.469,2115157958.9844
17.04.2020 00:00:00.000,15.466,15.539,14.999,15.147,1981882324.2188
19.04.2020 00:00:00.000,15.081,15.162,15.049,15.067,140059646.6064
20.04.2020 00:00:00.000,15.063,15.426,15.035,15.239,1531359741.2109
21.04.2020 00:00:00.000,15.239,15.322,14.524,14.860,5124136230.4688
22.04.2020 00:00:00.000,14.862,15.138,14.664,15.060,1212900756.8359
23.04.2020 00:00:00.000,15.061,15.429,14.943,15.211,4073492431.6406
24.04.2020 00:00:00.000,15.209,15.380,15.013,15.187,4278543945.3125
26.04.2020 00:00:00.000,15.215,15.229,15.125,15.227,161090103.1494
27.04.2020 00:00:00.000,15.231,15.319,15.011,15.139,3638806152.3438
28.04.2020 00:00:00.000,15.137,15.221,14.898,15.125,5018286621.0938
29.04.2020 00:00:00.000,15.127,15.378,15.085,15.262,4409540527.3438
30.04.2020 00:00:00.000,15.265,15.492,14.593,14.951,5199295410.1563
01.05.2020 00:00:00.000,14.954,15.034,14.734,14.933,3198220214.8438
03.05.2020 00:00:00.000,14.962,14.981,14.684,14.878,319939086.9141
04.05.2020 00:00:00.000,14.879,15.057,14.709,14.827,2649022705.0781
05.05.2020 00:00:00.000,14.826,15.027,14.709,14.935,2961246826.1719
06.05.2020 00:00:00.000,14.933,15.151,14.776,14.891,3479184814.4531
07.05.2020 00:00:00.000,14.892,15.422,14.889,15.239,2533333007.8125
08.05.2020 00:00:00.000,15.240,15.618,15.202,15.418,4294197265.625
10.05.2020 00:00:00.000,15.425,15.558,15.425,15.555,132287948.6084
11.05.2020 00:00:00.000,15.557,15.606,15.268,15.439,3326981201.1719
12.05.2020 00:00:00.000,15.441,15.621,15.317,15.427,2705274902.3438
13.05.2020 00:00:00.000,15.429,15.638,15.297,15.572,3144298095.7031
14.05.2020 00:00:00.000,15.573,15.906,15.440,15.863,2194114746.0938
15.05.2020 00:00:00.000,15.864,16.720,15.767,16.596,3054311767.5781
17.05.2020 00:00:00.000,16.749,16.933,16.636,16.892,469258209.2285
18.05.2020 00:00:00.000,16.892,17.554,16.798,17.087,6716722656.25
19.05.2020 00:00:00.000,17.086,17.483,16.949,17.384,3548568115.2344
20.05.2020 00:00:00.000,17.384,17.628,17.253,17.478,3486697998.0469
21.05.2020 00:00:00.000,17.476,17.476,16.862,17.057,4783530761.7188
22.05.2020 00:00:00.000,17.057,17.238,16.696,17.169,2772810058.5938
24.05.2020 00:00:00.000,17.139,17.170,17.115,17.143,74723648.0713
25.05.2020 00:00:00.000,17.146,17.177,16.881,17.075,1669156494.1406
26.05.2020 00:00:00.000,17.073,17.435,17.012,17.143,4690578613.2813
27.05.2020 00:00:00.000,17.142,17.347,16.836,17.235,3413366943.3594
28.05.2020 00:00:00.000,17.233,17.511,17.166,17.406,3262231201.1719
29.05.2020 00:00:00.000,17.406,17.901,17.248,17.838,2804020751.9531
31.05.2020 00:00:00.000,17.999,18.103,17.925,18.034,33953651.4282
01.06.2020 00:00:00.000,18.034,18.366,17.982,18.310,3106612304.6875
02.06.2020 00:00:00.000,18.311,18.353,17.766,18.045,3640617919.9219
03.06.2020 00:00:00.000,18.045,18.045,17.453,17.644,4736140136.7188
04.06.2020 00:00:00.000,17.645,17.844,17.454,17.668,3879991943.3594
05.06.2020 00:00:00.000,17.669,17.758,17.206,17.399,5516313476.5625
07.06.2020 00:00:00.000,17.367,17.422,17.287,17.412,254201446.5332
08.06.2020 00:00:00.000,17.411,17.791,17.407,17.699,2335748535.1563
