Gmt time,Open,High,Low,Close,Volume
01.01.2020 00:00:00.000,17.863,17.929,17.856,17.880,113.467
02.01.2020 00:00:00.000,17.880,18.086,17.777,18.016,3995.8064
03.01.2020 00:00:00.000,18.016,18.262,17.987,18.011,6680.7974
04.01.2020 00:00:00.000,18.011,18.011,18.011,18.011,0
05.01.2020 00:00:00.000,18.140,18.284,18.112,18.166,489.0216
06.01.2020 00:00:00.000,18.162,18.498,18.001,18.109,6629.8394
07.01.2020 00:00:00.000,18.110,18.594,17.936,18.567,6883.937
08.01.2020 00:00:00.000,18.566,18.844,18.044,18.124,12225.7324
09.01.2020 00:00:00.000,18.126,18.198,17.788,17.902,6459.4609
10.01.2020 00:00:00.000,17.904,18.143,17.823,18.078,4809.27
11.01.2020 00:00:00.000,18.078,18.078,18.078,18.078,0
12.01.2020 00:00:00.000,18.011,18.076,18.007,18.045,56.3437
13.01.2020 00:00:00.000,18.045,18.073,17.885,17.920,3409.8872
14.01.2020 00:00:00.000,17.920,17.929,17.664,17.823,4739.3755
15.01.2020 00:00:00.000,17.826,18.032,17.749,18.005,4261.5781
16.01.2020 00:00:00.000,18.005,18.038,17.858,17.938,3568.3306
17.01.2020 00:00:00.000,17.938,18.160,17.895,17.994,3469.7063
18.01.2020 00:00:00.000,17.994,17.994,17.994,17.994,0
19.01.2020 00:00:00.000,18.027,18.044,18.010,18.028,44.5447
20.01.2020 00:00:00.000,18.027,18.124,17.987,18.064,1953.105
21.01.2020 00:00:00.000,18.066,18.146,17.623,17.746,5731.3052
22.01.2020 00:00:00.000,17.745,17.919,17.678,17.864,3427.4902
23.01.2020 00:00:00.000,17.866,17.883,17.594,17.764,4018.2522
24.01.2020 00:00:00.000,17.764,18.140,17.740,18.078,3040.4795
25.01.2020 00:00:00.000,18.078,18.078,18.078,18.078,0
26.01.2020 00:00:00.000,18.247,18.316,18.185,18.201,142.2652
27.01.2020 00:00:00.000,18.198,18.327,18.033,18.082,4102.2036
28.01.2020 00:00:00.000,18.080,18.113,17.421,17.468,4291.0254
29.01.2020 00:00:00.000,17.470,17.583,17.351,17.559,3158.5864
30.01.2020 00:00:00.000,17.562,18.031,17.549,17.823,4822.5078
31.01.2020 00:00:00.000,17.826,18.079,17.777,17.998,4541.0757
01.02.2020 00:00:00.000,17.998,17.998,17.998,17.998,0
02.02.2020 00:00:00.000,18.003,18.090,18.003,18.062,220.9511
03.02.2020 00:00:00.000,18.065,18.072,17.579,17.691,5571.457
04.02.2020 00:00:00.000,17.692,17.775,17.522,17.601,4544.9175
05.02.2020 00:00:00.000,17.601,17.719,17.474,17.613,4678.2354
06.02.2020 00:00:00.000,17.614,17.877,17.601,17.804,3898.301
07.02.2020 00:00:00.000,17.806,17.857,17.588,17.662,4426.4048
08.02.2020 00:00:00.000,17.662,17.662,17.662,17.662,0
09.02.2020 00:00:00.000,17.669,17.771,17.664,17.739,256.3563
10.02.2020 00:00:00.000,17.737,17.828,17.671,17.759,3636.0942
11.02.2020 00:00:00.000,17.758,17.796,17.562,17.621,3310.1479
12.02.2020 00:00:00.000,17.627,17.669,17.449,17.519,3247.6345
13.02.2020 00:00:00.000,17.517,17.725,17.501,17.659,3629.9763
14.02.2020 00:00:00.000,17.649,17.797,17.613,17.701,2817.8821
15.02.2020 00:00:00.000,17.701,17.701,17.701,17.701,0
16.02.2020 00:00:00.000,17.694,17.728,17.674,17.726,59.4301
17.02.2020 00:00:00.000,17.726,17.886,17.712,17.800,1544.1001
18.02.2020 00:00:00.000,17.799,18.227,17.799,18.153,3915.8162
19.02.2020 00:00:00.000,18.153,18.458,18.140,18.394,5183.1831
20.02.2020 00:00:00.000,18.392,18.429,18.230,18.410,6235.4302
21.02.2020 00:00:00.000,18.410,18.622,18.347,18.448,6416.3247
22.02.2020 00:00:00.000,18.448,18.448,18.448,18.448,0
23.02.2020 00:00:00.000,18.626,18.805,18.601,18.658,488.7693
24.02.2020 00:00:00.000,18.658,18.934,18.525,18.605,11160.4336
25.02.2020 00:00:00.000,18.601,18.636,17.847,18.054,12849.7764
26.02.2020 00:00:00.000,18.055,18.203,17.784,17.913,11279.957
27.02.2020 00:00:00.000,17.906,18.131,17.614,17.789,9548.4023
28.02.2020 00:00:00.000,17.788,17.858,16.383,16.632,14234.459
29.02.2020 00:00:00.000,16.632,16.632,16.632,16.632,0
01.03.2020 00:00:00.000,16.523,16.565,16.419,16.549,319.6843
02.03.2020 00:00:00.000,16.550,17.049,16.516,16.806,11189.1934
03.03.2020 00:00:00.000,16.804,17.457,16.738,17.251,9743.3184
04.03.2020 00:00:00.000,17.251,17.326,17.050,17.167,7097.8164
05.03.2020 00:00:00.000,17.167,17.487,17.134,17.485,4626.936
06.03.2020 00:00:00.000,17.475,17.568,17.011,17.307,9877.4326
07.03.2020 00:00:00.000,17.307,17.307,17.307,17.307,0
08.03.2020 00:00:00.000,17.498,17.578,17.381,17.479,287.0269
09.03.2020 00:00:00.000,17.478,17.493,16.556,16.914,10279.2764
10.03.2020 00:00:00.000,16.912,17.187,16.797,16.964,8977.0664
11.03.2020 00:00:00.000,16.964,17.102,16.669,16.799,7085.9277
12.03.2020 00:00:00.000,16.801,16.917,15.509,15.704,14027.9883
13.03.2020 00:00:00.000,15.701,15.862,14.432,14.711,13540.29
14.03.2020 00:00:00.000,14.711,14.711,14.711,14.711,0
15.03.2020 00:00:00.000,15.054,15.154,14.706,14.768,438.0886
16.03.2020 00:00:00.000,14.769,14.792,11.737,13.007,12558.0469
17.03.2020 00:00:00.000,13.003,13.236,12.112,12.759,13376.8369
18.03.2020 00:00:00.000,12.762,12.882,11.624,12.254,15808.6602
19.03.2020 00:00:00.000,12.257,12.297,11.754,12.100,13482.8115
20.03.2020 00:00:00.000,12.099,13.012,12.096,12.537,12036.1514
21.03.2020 00:00:00.000,12.537,12.537,12.537,12.537,0
22.03.2020 00:00:00.000,12.546,12.633,12.257,12.404,664.4797
23.03.2020 00:00:00.000,12.404,13.800,12.359,13.766,12290.0244
24.03.2020 00:00:00.000,13.765,14.661,13.145,14.645,7106.5205
25.03.2020 00:00:00.000,14.635,14.708,13.996,14.364,3737.0051
26.03.2020 00:00:00.000,14.369,14.662,14.155,14.359,3374.6802
27.03.2020 00:00:00.000,14.359,14.611,14.156,14.426,3346.5237
28.03.2020 00:00:00.000,14.426,14.426,14.426,14.426,0
29.03.2020 00:00:00.000,14.502,14.540,14.300,14.360,118.2448
30.03.2020 00:00:00.000,14.360,14.399,13.793,13.995,4973.3721
31.03.2020 00:00:00.000,13.992,14.238,13.840,13.940,3144.3267
01.04.2020 00:00:00.000,13.940,14.118,13.802,13.965,2738.6648
02.04.2020 00:00:00.000,13.968,14.536,13.881,14.452,2502.9333
03.04.2020 00:00:00.000,14.447,14.531,14.256,14.376,2153.4243
04.04.2020 00:00:00.000,14.376,14.376,14.376,14.376,0
05.04.2020 00:00:00.000,14.402,14.438,14.233,14.395,44.4526
06.04.2020 00:00:00.000,14.395,15.532,14.320,15.370,2874.0417
07.04.2020 00:00:00.000,15.083,15.332,14.400,14.950,3359.4634
08.04.2020 00:00:00.000,14.943,15.122,14.826,14.967,1384.4614
09.04.2020 00:00:00.000,14.967,15.527,14.954,15.396,2315.4182
10.04.2020 00:00:00.000,15.396,15.396,15.396,15.396,0
11.04.2020 00:00:00.000,15.396,15.396,15.396,15.396,0
12.04.2020 00:00:00.000,15.419,15.466,15.136,15.338,103.5693
13.04.2020 00:00:00.000,15.338,15.476,15.100,15.415,2040.6149
14.04.2020 00:00:00.000,15.414,15.837,15.321,15.660,2217.5381
15.04.2020 00:00:00.000,15.660,15.769,15.258,15.386,1995.9504
16.04.2020 00:00:00.000,15.382,15.580,15.204,15.469,2115.158
17.04.2020 00:00:00.000,15.466,15.539,14.999,15.147,1981.8823
18.04.2020 00:00:00.000,15.147,15.147,15.147,15.147,0
19.04.2020 00:00:00.000,15.081,15.162,15.049,15.067,140.0596
20.04.2020 00:00:00.000,15.063,15.426,15.035,15.239,1531.3597
21.04.2020 00:00:00.000,15.239,15.322,14.524,14.860,5124.1362
22.04.2020 00:00:00.000,14.862,15.138,14.664,15.060,1212.9008
23.04.2020 00:00:00.000,15.061,15.429,14.943,15.211,4073.4924
24.04.2020 00:00:00.000,15.209,15.380,15.013,15.187,4278.5439
25.04.2020 00:00:00.000,15.187,15.187,15.187,15.187,0
26.04.2020 00:00:00.000,15.215,15.229,15.125,15.227,161.0901
27.04.2020 00:00:00.000,15.231,15.319,15.011,15.139,3638.8062
28.04.2020 00:00:00.000,15.137,15.221,14.898,15.125,5018.2866
29.04.2020 00:00:00.000,15.127,15.378,15.085,15.262,4409.5405
30.04.2020 00:00:00.000,15.265,15.492,14.593,14.951,5199.2954
01.05.2020 00:00:00.000,14.954,15.034,14.734,14.933,3198.2202
02.05.2020 00:00:00.000,14.933,14.933,14.933,14.933,0
03.05.2020 00:00:00.000,14.962,14.981,14.684,14.878,319.9391
04.05.2020 00:00:00.000,14.879,15.057,14.709,14.827,2649.0227
05.05.2020 00:00:00.000,14.826,15.027,14.709,14.935,2961.2468
06.05.2020 00:00:00.000,14.933,15.151,14.776,14.891,3479.1848
07.05.2020 00:00:00.000,14.892,15.422,14.889,15.239,2533.333
08.05.2020 00:00:00.000,15.240,15.618,15.202,15.418,4294.1973
09.05.2020 00:00:00.000,15.418,15.418,15.418,15.418,0
10.05.2020 00:00:00.000,15.425,15.558,15.425,15.555,132.2879
11.05.2020 00:00:00.000,15.557,15.606,15.268,15.439,3326.9812
12.05.2020 00:00:00.000,15.441,15.621,15.317,15.427,2705.2749
13.05.2020 00:00:00.000,15.429,15.638,15.297,15.572,3144.2981
14.05.2020 00:00:00.000,15.573,15.906,15.440,15.863,2194.1147
15.05.2020 00:00:00.000,15.864,16.720,15.767,16.596,3054.3118
16.05.2020 00:00:00.000,16.596,16.596,16.596,16.596,0
17.05.2020 00:00:00.000,16.749,16.933,16.636,16.892,469.2582
18.05.2020 00:00:00.000,16.892,17.554,16.798,17.087,6716.7227
19.05.2020 00:00:00.000,17.086,17.483,16.949,17.384,3548.5681
20.05.2020 00:00:00.000,17.384,17.628,17.253,17.478,3486.698
21.05.2020 00:00:00.000,17.476,17.476,16.862,17.057,4783.5308
22.05.2020 00:00:00.000,17.057,17.238,16.696,17.169,2772.8101
23.05.2020 00:00:00.000,17.169,17.169,17.169,17.169,0
24.05.2020 00:00:00.000,17.139,17.170,17.115,17.143,74.7236
25.05.2020 00:00:00.000,17.146,17.177,16.881,17.075,1669.1565
26.05.2020 00:00:00.000,17.073,17.435,17.012,17.143,4690.5786
27.05.2020 00:00:00.000,17.142,17.347,16.836,17.235,3413.3669
28.05.2020 00:00:00.000,17.233,17.511,17.166,17.406,3262.2312
29.05.2020 00:00:00.000,17.406,17.901,17.248,17.838,2804.0208
30.05.2020 00:00:00.000,17.838,17.838,17.838,17.838,0
31.05.2020 00:00:00.000,17.999,18.103,17.925,18.034,33.9537
01.06.2020 00:00:00.000,18.034,18.366,17.982,18.310,3106.6123
